emp_ID,dept_ID,job_level,gender,ethnicity,education,disability,age_group,years_at_org,salary,fte
453,31,2,F,White,Undergrad,None,25-34,5.95,53,0.8
454,31,2,F,White,No degree,None,45-54,3.05,70,1
455,31,2,F,White,Undergrad,None,35-44,2.97,36,0.6
456,31,2,PN,White,No degree,None,25-34,5.83,77,1
457,31,2,M,Other ethnic group,No degree,Mental health conditions,35-44,2.88,38,0.6
458,31,2,M,Black / African / Caribbean / Black British,Undergrad,None,45-54,4.5,11,0.2
459,32,2,F,Black / African / Caribbean / Black British,No degree,None,25-34,2.33,50,1
460,32,2,M,White,Undergrad,None,<25,3.3,55,1
461,32,2,M,White,Undergrad,None,55-64,3.88,44,1
462,32,2,F,White,Undergrad,None,55-64,5.57,57,1
463,32,2,M,White,No degree,None,35-44,3.88,64,1
464,32,2,F,White,No degree,None,35-44,3.14,21,0.4
465,32,2,F,White,Undergrad,None,25-34,3.85,45,1
466,32,2,F,White,Postgrad,None,55-64,8.88,48,0.8
467,32,2,M,White,Undergrad,None,35-44,8.17,53,1
468,32,2,M,White,No degree,None,35-44,5.59,48,1
469,32,2,F,White,No degree,None,25-34,3.77,49,1
470,32,2,F,White,Undergrad,None,25-34,3.49,33,0.7
471,32,2,F,White,Undergrad,None,45-54,9.22,11,0.2
472,32,2,M,White,Undergrad,None,25-34,1.89,59,1
473,32,2,F,White,No degree,None,<25,3.08,55,1
474,32,2,PN,White,Undergrad,None,45-54,5.48,55,1
475,32,2,M,White,Undergrad,None,45-54,8.82,43,1
476,33,2,F,White,No degree,None,35-44,5.16,69,1
477,33,2,F,Asian / Asian British,No degree,None,<25,2.63,79,1
478,33,2,F,Asian / Asian British,Undergrad,None,25-34,5.59,48,1
479,33,2,M,White,No degree,None,45-54,10.57,63,1
480,33,2,F,White,No degree,None,35-44,3.43,81,1
481,33,2,M,White,Undergrad,None,25-34,1.04,11,0.2
482,33,2,F,White,Undergrad,None,<25,2.26,56,1
483,33,2,F,White,No degree,None,35-44,2.39,51,1
484,33,2,M,White,Undergrad,None,35-44,5.9,42,0.8
485,33,2,F,White,No degree,None,35-44,3.13,70,1
486,33,2,F,White,Undergrad,None,35-44,3.03,48,1
487,33,2,F,White,No degree,None,<25,3.7,71,1
488,33,2,F,White,Undergrad,None,35-44,2.53,74,1
489,33,2,F,White,No degree,None,25-34,4.68,46,1
490,34,2,F,White,Undergrad,None,55-64,1.48,74,1
491,34,2,F,White,Undergrad,None,25-34,3.56,54,1
492,34,2,F,White,Undergrad,None,35-44,4.98,48,1
493,34,2,F,White,Undergrad,None,35-44,7.82,61,1
494,34,2,M,White,Undergrad,None,25-34,3.59,43,1
495,34,2,M,White,Undergrad,None,45-54,11.41,52,1
496,34,2,F,White,Undergrad,None,35-44,6.27,47,1
497,34,2,F,White,Undergrad,None,35-44,4.86,10,0.2
498,34,2,F,White,Undergrad,None,35-44,6.27,61,1
499,34,2,F,White,Undergrad,None,35-44,4.52,60,1
500,34,2,F,White,Undergrad,None,25-34,5.52,52,1
501,34,2,F,White,Undergrad,None,35-44,0.73,64,1
502,34,2,M,White,Undergrad,None,55-64,1.88,45,1
503,34,2,F,White,Undergrad,None,35-44,9.85,55,1
504,34,2,M,Black / African / Caribbean / Black British,Undergrad,None,55-64,6.84,46,1
505,34,2,F,White,Undergrad,None,25-34,5.09,68,1
506,35,2,M,White,Undergrad,None,35-44,0.57,49,1
507,35,2,M,White,Undergrad,Deaf or hard of hearing,35-44,3.94,62,1
508,35,2,M,Asian / Asian British,Undergrad,None,25-34,0.72,62,1
509,35,2,M,White,No degree,None,<25,1.4,33,0.7
510,35,2,F,White,No degree,None,45-54,1.58,62,1
511,35,2,M,White,No degree,None,35-44,10.53,41,1
512,35,2,F,Black / African / Caribbean / Black British,Undergrad,None,35-44,3.34,41,1
513,35,2,F,White,Undergrad,None,25-34,3.85,69,1
514,35,2,F,White,Undergrad,None,25-34,4.35,61,1
515,35,2,F,White,No degree,None,45-54,12.22,61,1
516,35,2,F,White,Undergrad,None,35-44,3.85,57,1
517,35,2,M,White,Undergrad,None,55-64,14.32,60,1
518,35,2,F,White,Undergrad,None,<25,2.43,10,0.2
519,35,2,F,White,No degree,None,35-44,4.37,79,1
520,35,2,M,White,No degree,None,35-44,4.6,63,1
521,35,2,F,White,No degree,None,35-44,3.66,49,1
522,35,2,F,White,Undergrad,None,45-54,6.81,48,1
523,35,2,F,White,No degree,None,35-44,2.48,53,0.8
524,36,2,M,Black / African / Caribbean / Black British,Undergrad,Deaf or hard of hearing,45-54,7.49,78,1
525,36,2,M,White,Undergrad,None,35-44,7.17,79,1
526,36,2,F,Asian / Asian British,No degree,None,25-34,4.58,100,1
527,36,2,PN,White,Undergrad,None,45-54,14.81,81,1
528,36,2,F,White,No degree,None,35-44,7.53,82,1
529,36,2,F,White,No degree,None,35-44,6.54,64,1
530,36,2,F,White,Undergrad,None,45-54,5.66,15,0.2
531,36,2,F,White,Undergrad,None,<25,2.01,79,1
532,36,2,M,White,No degree,None,25-34,5.12,40,0.6
533,36,2,M,Asian / Asian British,No degree,None,<25,3.72,78,1
534,36,2,M,White,Undergrad,None,35-44,4.13,79,1
535,36,2,M,White,Undergrad,None,35-44,0.73,80,1
536,36,2,F,White,Undergrad,None,35-44,4.75,15,0.2
537,37,2,F,White,Undergrad,None,45-54,6.5,9,0.2
538,37,2,M,Asian / Asian British,Undergrad,None,25-34,5.31,44,1
539,37,2,M,White,Undergrad,None,55-64,1.32,54,1
540,37,2,F,White,Undergrad,None,45-54,12.43,57,1
541,37,2,F,White,Undergrad,None,25-34,2.37,56,1
542,37,2,F,Asian / Asian British,No degree,None,25-34,5.06,40,1
543,37,2,F,White,No degree,None,45-54,6.7,31,0.5
544,37,2,F,White,Undergrad,None,35-44,6.99,44,1
545,37,2,F,White,No degree,None,45-54,6.35,12,0.2
546,37,2,F,White,Undergrad,None,35-44,4.1,57,1
547,37,2,M,White,Undergrad,None,35-44,4.11,41,1
548,37,2,M,White,No degree,Intellectual disability,55-64,4.63,75,1
549,37,2,F,White,Undergrad,None,35-44,5.64,11,0.2
550,37,2,F,White,Undergrad,Intellectual disability,35-44,4.31,39,0.6
551,37,2,M,Mixed / Multiple ethnic groups,No degree,None,25-34,3.65,48,1
552,37,2,F,White,Undergrad,None,25-34,5.68,50,1
553,38,2,M,White,Undergrad,None,55-64,1.73,67,1
554,38,2,M,White,Undergrad,Physical disability,45-54,9.38,62,1
555,38,2,M,Asian / Asian British,Undergrad,None,25-34,1.66,87,1
556,38,2,F,White,No degree,None,35-44,3.89,89,1
557,38,2,F,White,No degree,None,45-54,4.72,48,0.5
558,38,2,F,White,No degree,None,<25,2.52,72,1
559,38,2,F,White,No degree,None,35-44,8.22,16,0.2
560,38,2,F,White,No degree,None,<25,2.02,87,1
561,38,2,F,White,Undergrad,None,35-44,1.59,74,1
562,38,2,F,White,Undergrad,None,45-54,7.78,94,1
563,38,2,F,White,No degree,None,45-54,7.23,99,1
564,38,2,F,White,Undergrad,None,35-44,2.08,72,1
565,38,2,F,White,No degree,None,45-54,5.75,85,1
566,38,2,M,White,No degree,None,35-44,1.74,67,1
567,38,2,F,White,No degree,None,25-34,5.7,89,1
568,38,2,PN,White,Undergrad,None,55-64,5.81,16,0.2
569,38,2,F,White,PhD,None,35-44,1.84,69,1
570,38,2,F,White,Undergrad,Acquired brain injury,35-44,3.98,75,1
571,38,2,M,Asian / Asian British,No degree,None,25-34,2.97,68,1
572,38,2,F,White,Undergrad,None,35-44,5.12,84,1
573,39,2,F,White,No degree,None,25-34,4.56,36,0.8
574,39,2,F,White,Undergrad,None,55-64,7.47,58,1
575,39,2,F,Asian / Asian British,Undergrad,Physical disability,45-54,14.13,63,1
576,39,2,F,White,Undergrad,None,25-34,3.82,27,0.5
577,39,2,M,White,Undergrad,Acquired brain injury,35-44,5.96,48,1
578,39,2,F,White,Undergrad,None,35-44,7.73,54,1
579,39,2,F,White,No degree,None,25-34,4.03,55,1
580,39,2,F,White,Undergrad,None,35-44,5.45,43,1
581,39,2,F,White,No degree,None,45-54,5.32,50,1
582,39,2,M,White,No degree,None,35-44,2.64,48,1
583,39,2,F,White,No degree,None,25-34,5.46,50,1
584,39,2,M,White,Undergrad,None,55-64,15.64,46,1
585,39,2,M,White,Undergrad,None,45-54,7.27,60,1
586,39,2,F,White,No degree,None,<25,2.64,51,1
587,39,2,F,White,Undergrad,None,45-54,9.53,48,1
588,39,2,M,White,Undergrad,None,35-44,9.48,53,1
589,39,2,M,White,Postgrad,None,35-44,4.79,44,1
590,39,2,F,White,No degree,None,<25,2.88,17,0.3
591,39,2,F,Asian / Asian British,No degree,None,35-44,3.86,24,0.5
592,39,2,M,White,PhD,None,45-54,10.73,45,0.8
593,40,2,F,White,Undergrad,None,25-34,5.08,99,1
594,40,2,F,White,No degree,None,35-44,6.21,85,1
595,40,2,F,White,Undergrad,None,45-54,5.69,89,1
596,40,2,F,White,Undergrad,None,35-44,5.11,105,1
597,40,2,M,White,No degree,None,35-44,5.53,65,1
598,40,2,F,White,Undergrad,None,45-54,6.3,79,0.8
599,40,2,F,White,Postgrad,None,25-34,1.79,66,1
600,40,2,F,White,No degree,None,45-54,9.01,72,1
601,40,2,F,White,No degree,Mental health conditions,25-34,5.02,71,1
602,40,2,F,White,No degree,None,25-34,3.02,17,0.2
603,40,2,M,White,Undergrad,Intellectual disability,35-44,2.34,98,1
604,40,2,F,White,Undergrad,None,25-34,2.21,91,1
605,40,2,M,Mixed / Multiple ethnic groups,No degree,None,35-44,1.97,86,1
606,41,2,F,White,No degree,None,35-44,5.12,60,1
607,41,2,F,White,Undergrad,None,35-44,6.04,53,1
608,41,2,F,White,Undergrad,None,45-54,5.11,43,1
609,41,2,SI,White,Undergrad,None,25-34,2.49,76,1
610,41,2,F,White,Undergrad,None,35-44,2.52,63,1
611,41,2,M,White,Undergrad,None,35-44,3.4,66,1
612,41,2,F,White,Undergrad,None,35-44,4.3,60,1
613,41,2,F,White,Undergrad,None,35-44,7.59,42,0.8
614,41,2,F,White,No degree,None,25-34,3.9,38,0.8
615,41,2,M,White,No degree,None,35-44,2.07,51,1
616,41,2,F,White,Postgrad,None,45-54,2.32,65,1
617,41,2,M,White,Undergrad,None,35-44,2.69,58,1
618,41,2,F,Black / African / Caribbean / Black British,Undergrad,None,45-54,3.91,36,1
619,41,2,F,White,No degree,None,35-44,1.89,67,1
620,41,2,M,White,Undergrad,None,35-44,4.53,40,1
621,41,2,F,White,PhD,None,45-54,2.39,52,1
622,42,2,F,Mixed / Multiple ethnic groups,Undergrad,None,45-54,6.81,57,1
623,42,2,F,Other ethnic group,Undergrad,None,25-34,2.65,61,1
624,42,2,F,White,Undergrad,Acquired brain injury,25-34,1.25,70,1
625,42,2,M,White,No degree,None,45-54,11.24,60,1
626,42,2,F,White,No degree,None,25-34,2.4,53,1
627,42,2,F,White,Undergrad,None,35-44,2.61,73,1
628,42,2,F,White,Undergrad,None,35-44,2.47,62,1
629,42,2,M,White,Undergrad,None,<25,1.96,69,1
630,42,2,F,Asian / Asian British,Undergrad,None,35-44,3.97,54,0.8
631,42,2,F,White,No degree,None,35-44,4.84,50,1
632,42,2,F,White,No degree,None,<25,1.19,72,1
633,42,2,F,White,Undergrad,None,25-34,5.34,47,1
634,42,2,M,White,No degree,None,35-44,5.12,62,1
635,43,2,F,White,No degree,None,45-54,6.76,68,1
636,43,2,F,White,Undergrad,None,35-44,2.3,55,1
637,43,2,F,White,No degree,None,35-44,7.58,58,0.8
638,43,2,M,Black / African / Caribbean / Black British,No degree,None,45-54,1.92,72,1
639,43,2,M,White,No degree,None,35-44,2.21,88,1
640,43,2,F,Asian / Asian British,Undergrad,None,25-34,4.63,82,1
641,43,2,F,White,Undergrad,None,45-54,7.65,13,0.2
642,43,2,F,White,No degree,None,35-44,6.38,102,1
643,43,2,M,Black / African / Caribbean / Black British,No degree,None,55-64,3.27,64,1
644,43,2,M,White,Undergrad,None,35-44,6.99,99,1
645,43,2,F,Asian / Asian British,Undergrad,None,25-34,5.47,16,0.2
646,43,2,F,White,No degree,None,45-54,4.94,72,1
647,43,2,F,White,Undergrad,None,35-44,1.1,76,1
648,43,2,F,White,Undergrad,None,25-34,2.88,78,0.8
649,43,2,F,White,Undergrad,Deaf or hard of hearing,35-44,0.84,78,1
650,43,2,F,Asian / Asian British,No degree,None,35-44,7.89,74,1
651,43,2,PN,White,Undergrad,None,35-44,2.52,75,1
652,44,2,F,White,No degree,None,55-64,4.72,59,1
653,44,2,M,White,Undergrad,None,55-64,9.77,59,1
654,44,2,F,White,Undergrad,None,35-44,2.09,57,1
655,44,2,F,White,No degree,None,35-44,4.05,65,1
656,44,2,F,White,Undergrad,Autism spectrum disorder,35-44,7.81,58,1
657,44,2,F,White,No degree,None,35-44,4.72,48,1
658,44,2,F,White,No degree,None,45-54,5.84,53,1
659,44,2,F,White,Undergrad,None,35-44,13.54,65,1
660,44,2,F,White,No degree,None,25-34,4.88,49,1
661,44,2,F,White,No degree,None,<25,2.86,35,0.6
662,44,2,M,White,No degree,Deaf or hard of hearing,35-44,4.24,66,1
663,44,2,F,White,Undergrad,None,35-44,3.4,55,1
664,44,2,F,White,Undergrad,None,<25,3.44,61,1
665,44,2,M,White,No degree,None,35-44,0.5,62,1
666,44,2,M,Asian / Asian British,Undergrad,None,55-64,10.41,52,1
667,45,2,F,White,Undergrad,Autism spectrum disorder,35-44,6.25,78,1
668,45,2,F,White,Undergrad,None,25-34,5.4,77,1
669,45,2,M,White,Undergrad,None,35-44,3.7,66,1
670,45,2,M,White,Postgrad,Physical disability,35-44,4.91,74,1
671,45,2,M,White,Undergrad,None,35-44,8.68,73,1
672,45,2,F,Black / African / Caribbean / Black British,No degree,None,35-44,2.02,78,1
673,45,2,F,White,No degree,None,45-54,2.2,73,1
674,45,2,F,White,Undergrad,None,45-54,5.54,62,1
675,45,2,F,White,Undergrad,None,25-34,4.46,71,1
676,45,2,F,White,No degree,None,35-44,5.03,94,1
677,45,2,F,White,No degree,None,25-34,2.29,83,1
678,45,2,F,White,PhD,None,35-44,5.89,15,0.2
679,45,2,F,Asian / Asian British,No degree,None,35-44,5.59,86,1
680,45,2,M,Black / African / Caribbean / Black British,Undergrad,None,55-64,6.45,78,1
681,46,2,F,White,No degree,Autism spectrum disorder,25-34,1.6,83,1
682,46,2,F,White,Undergrad,None,35-44,2.64,83,1
683,46,2,M,White,Undergrad,None,25-34,5.46,82,1
684,46,2,F,White,Undergrad,None,45-54,8.22,14,0.2
685,46,2,F,White,Undergrad,None,35-44,9.27,69,1
686,46,2,F,White,No degree,None,45-54,9.75,66,1
687,46,2,F,White,No degree,None,25-34,2.89,63,1
688,46,2,F,White,No degree,None,25-34,4.94,72,1
689,46,2,M,White,Undergrad,None,25-34,5.87,93,1
690,46,2,F,Asian / Asian British,Postgrad,None,35-44,4.54,73,1
691,46,2,M,White,Undergrad,None,45-54,15.16,71,1
692,46,2,F,White,No degree,None,35-44,3.2,92,1
693,46,2,F,White,No degree,None,25-34,2.98,86,1
694,46,2,F,White,No degree,None,35-44,2.43,92,1
695,46,2,F,White,Undergrad,None,35-44,5.37,63,0.8
696,46,2,F,White,No degree,None,35-44,1.56,24,0.4
697,46,2,F,White,Undergrad,None,35-44,4.83,55,1
698,47,2,F,White,PhD,None,35-44,3.38,61,1
699,47,2,F,White,Undergrad,None,25-34,3.77,43,0.8
700,47,2,M,White,Undergrad,None,55-64,6.37,55,1
701,47,2,F,White,Undergrad,None,25-34,5.3,52,1
702,47,2,M,Asian / Asian British,No degree,None,35-44,4.73,55,1
703,47,2,F,White,No degree,None,<25,2.73,69,1
704,47,2,F,White,No degree,Deaf or hard of hearing,<25,3.18,76,1
705,47,2,M,White,No degree,None,35-44,2.24,53,1
706,47,2,PN,White,No degree,Autism spectrum disorder,35-44,8.05,59,1
707,47,2,F,White,No degree,None,<25,3.32,47,1
708,47,2,F,White,No degree,None,45-54,6.18,60,1
709,47,2,M,White,Undergrad,None,45-54,6.9,59,1
710,48,2,F,White,No degree,None,25-34,3.82,53,1
711,48,2,F,White,No degree,None,35-44,3.1,79,1
712,48,2,F,White,No degree,None,45-54,5.18,58,1
713,48,2,M,White,Undergrad,None,35-44,4.8,12,0.2
714,48,2,F,Asian / Asian British,Undergrad,None,45-54,8.63,53,1
715,48,2,F,White,Undergrad,None,55-64,2.37,68,1
716,48,2,F,White,Undergrad,None,25-34,1.87,76,1
717,48,2,F,White,PhD,None,35-44,6.45,66,1
718,48,2,M,White,Undergrad,None,35-44,3.46,72,1
719,48,2,M,White,Undergrad,None,35-44,6.03,69,1
720,48,2,M,White,Undergrad,Acquired brain injury,25-34,5.09,59,1
721,48,2,F,White,Undergrad,None,<25,3.55,66,1
722,48,2,M,White,Undergrad,None,55-64,9.21,52,1
723,48,2,F,White,Undergrad,None,25-34,0.89,16,0.3
724,48,2,M,White,Undergrad,None,35-44,5.44,58,1
725,48,2,M,White,No degree,None,35-44,0.99,56,1
726,48,2,F,White,No degree,None,<25,2.32,52,1
727,48,2,M,White,No degree,None,35-44,4,20,0.4
728,48,2,F,White,Undergrad,None,35-44,7.1,45,0.7
729,48,2,F,White,Undergrad,None,35-44,12.64,71,1
730,49,2,M,White,No degree,None,55-64,5.42,60,1
731,49,2,M,White,Undergrad,None,35-44,4.48,47,0.6
732,49,2,M,White,Postgrad,None,25-34,4.3,40,0.7
733,49,2,F,White,No degree,None,35-44,6.67,61,1
734,49,2,M,Asian / Asian British,No degree,None,35-44,2.94,13,0.2
735,49,2,F,Asian / Asian British,No degree,None,25-34,3.5,11,0.2
736,49,2,F,White,No degree,None,35-44,2.02,67,1
737,49,2,F,Black / African / Caribbean / Black British,Undergrad,None,45-54,8.43,79,1
738,49,2,M,Asian / Asian British,Undergrad,None,55-64,6.23,68,1
739,49,2,F,White,No degree,None,<25,3.92,80,1
740,49,2,F,White,No degree,None,35-44,5.45,51,0.8
741,49,2,M,White,Undergrad,None,55-64,6.14,74,1
742,49,2,M,White,Undergrad,None,45-54,10.42,72,1
743,49,2,F,White,Undergrad,None,45-54,1.09,72,1
744,49,2,M,White,Undergrad,None,35-44,4.18,51,1
745,49,2,F,White,Undergrad,None,35-44,3.45,75,1
746,50,2,F,White,No degree,None,35-44,5.77,47,0.8
747,50,2,F,Asian / Asian British,Undergrad,None,25-34,2.58,23,0.5
748,50,2,F,White,No degree,None,35-44,6.02,47,1
749,50,2,M,Asian / Asian British,Undergrad,None,35-44,9.3,51,1
750,50,2,F,White,Undergrad,None,35-44,1.7,60,1
751,50,2,M,White,Undergrad,None,<25,3.42,50,1
752,50,2,F,White,Undergrad,None,45-54,4.61,71,1
753,50,2,F,White,Undergrad,Physical disability,35-44,5.56,30,0.6
754,50,2,PN,Asian / Asian British,No degree,None,35-44,1.07,38,0.8
755,50,2,F,White,Undergrad,None,25-34,5.52,45,1
756,50,2,F,White,Undergrad,None,35-44,8.27,45,1
757,51,2,F,White,No degree,None,35-44,7.2,60,0.8
758,51,2,F,White,No degree,None,45-54,4.06,39,0.5
759,51,2,F,White,Undergrad,None,35-44,9.45,62,0.8
760,51,2,M,White,Undergrad,None,55-64,4.44,82,1
761,51,2,PN,White,Undergrad,None,35-44,1.8,78,1
762,51,2,F,White,No degree,None,35-44,1.17,78,1
763,51,2,F,Asian / Asian British,Undergrad,None,25-34,2.06,78,1
764,51,2,M,White,Undergrad,None,45-54,4.87,70,1
765,51,2,F,White,Undergrad,None,35-44,2.46,32,0.5
766,51,2,F,White,No degree,None,35-44,2.61,93,1
767,51,2,M,White,Undergrad,None,55-64,4.09,73,0.8
768,51,2,F,White,No degree,None,25-34,2.24,70,1
769,51,2,F,White,No degree,None,25-34,5.06,15,0.2
770,51,2,F,White,Undergrad,None,35-44,5.98,76,0.8
771,51,2,SI,White,Undergrad,None,35-44,5.01,80,1
772,51,2,F,White,No degree,None,45-54,6.79,56,1
773,51,2,M,White,Undergrad,None,35-44,3.75,75,1
774,51,2,M,White,Undergrad,None,35-44,3.38,92,1
775,52,2,M,White,No degree,None,35-44,3.33,67,1
776,52,2,F,White,No degree,None,35-44,5.5,52,1
777,52,2,M,White,No degree,None,35-44,3.25,56,1
778,52,2,F,White,Undergrad,None,35-44,2.8,63,1
779,52,2,F,White,Undergrad,None,25-34,3.26,74,1
780,52,2,F,White,No degree,None,<25,3.49,58,1
781,52,2,M,White,Undergrad,None,35-44,6.59,63,1
782,52,2,F,White,Undergrad,None,35-44,4.52,21,0.4
783,52,2,F,Black / African / Caribbean / Black British,Undergrad,None,25-34,3.72,56,1
784,52,2,PN,White,Undergrad,None,45-54,4.53,39,0.8
785,52,2,F,White,No degree,None,45-54,6.35,62,1
786,52,2,F,White,Undergrad,None,<25,3.73,65,1
787,52,2,M,White,No degree,None,35-44,3.03,66,1
788,52,2,M,White,Undergrad,Physical disability,55-64,4.41,56,1
789,53,2,F,White,Undergrad,None,25-34,5.78,40,1
790,53,2,F,White,No degree,None,45-54,5.39,51,1
791,53,2,F,White,Undergrad,None,35-44,8.98,44,1
792,53,2,F,Black / African / Caribbean / Black British,Undergrad,None,25-34,4.33,45,1
793,53,2,M,White,No degree,None,35-44,3.14,40,0.8
794,53,2,F,White,No degree,None,25-34,2.22,47,0.8
795,53,2,F,White,Undergrad,None,35-44,5.6,14,0.3
796,53,2,M,White,Undergrad,None,45-54,13.93,57,1
797,53,2,F,White,Undergrad,None,35-44,2.29,51,1
798,53,2,M,White,No degree,None,45-54,2.72,50,1
799,53,2,M,White,No degree,None,35-44,2.36,40,1
800,53,2,M,White,Undergrad,None,35-44,5.7,10,0.2
801,53,2,F,White,Undergrad,None,35-44,2.33,60,1
802,53,2,SI,White,Undergrad,None,25-34,5.4,60,1
803,53,2,F,White,No degree,None,25-34,3.15,47,1
804,53,2,F,White,Undergrad,None,45-54,12,51,1
805,53,2,M,White,Undergrad,None,55-64,8.57,39,1
806,54,2,F,White,Undergrad,None,25-34,5.41,28,0.5
807,54,2,F,White,Undergrad,None,35-44,1.09,38,1
808,54,2,F,White,Undergrad,None,35-44,8.9,42,1
809,54,2,M,White,Undergrad,None,55-64,3.67,37,1
810,54,2,F,White,Undergrad,None,35-44,9.38,49,1
811,54,2,F,Asian / Asian British,Undergrad,None,35-44,3.63,36,0.8
812,54,2,F,White,Undergrad,None,35-44,2.05,39,1
813,54,2,M,White,No degree,None,35-44,4.06,37,1
814,54,2,M,White,Undergrad,None,25-34,1.82,59,1
815,54,2,F,White,No degree,None,35-44,6.63,51,1
816,54,2,M,White,No degree,None,35-44,6.4,45,1
817,54,2,F,White,No degree,None,55-64,2.92,53,1
818,54,2,F,White,Undergrad,None,35-44,2.88,8,0.2
819,54,2,F,White,Undergrad,None,25-34,4.06,49,1
820,55,2,F,White,Undergrad,None,35-44,1.35,76,1
821,55,2,M,White,Undergrad,None,55-64,6.62,90,1
822,55,2,M,White,No degree,None,45-54,5.05,68,1
823,55,2,F,White,Undergrad,None,25-34,1.59,96,1
824,55,2,M,White,Undergrad,None,45-54,6.94,63,1
825,55,2,F,White,No degree,None,35-44,9.19,105,1
826,55,2,M,White,Undergrad,None,35-44,3.95,69,1
827,55,2,F,White,No degree,None,35-44,3.4,93,1
828,55,2,M,Black / African / Caribbean / Black British,No degree,None,35-44,5.53,95,1
829,55,2,F,White,Undergrad,None,35-44,0.95,90,1
830,55,2,F,White,No degree,None,35-44,7.45,64,1
831,55,2,M,White,Undergrad,None,55-64,14.57,107,1
832,55,2,M,White,Undergrad,None,35-44,3.27,87,1
833,55,2,F,White,Undergrad,None,25-34,5.15,63,1
834,55,2,F,Mixed / Multiple ethnic groups,Undergrad,None,35-44,3.54,90,1
835,55,2,M,White,No degree,None,35-44,2.18,15,0.2
836,55,2,F,Asian / Asian British,No degree,None,35-44,5.62,80,1
837,55,2,M,White,Undergrad,None,45-54,4.07,82,1
838,55,2,F,White,Undergrad,None,25-34,5.05,89,1
839,56,2,M,White,No degree,None,35-44,2.76,61,1
840,56,2,F,White,Undergrad,None,25-34,5.73,74,1
841,56,2,F,White,PhD,None,25-34,2.1,75,1
842,56,2,F,White,Undergrad,None,35-44,2.3,66,1
843,56,2,F,White,Undergrad,None,35-44,2.65,49,1
844,56,2,F,White,No degree,None,35-44,8.11,68,1
845,56,2,F,White,Undergrad,None,45-54,11.43,62,1
846,56,2,F,White,Undergrad,None,45-54,8.06,73,1
847,56,2,M,White,No degree,None,35-44,7.83,75,1
848,56,2,M,White,Undergrad,None,25-34,5.45,55,1
849,56,2,M,White,Undergrad,None,25-34,3.08,74,1
850,56,2,F,White,No degree,None,35-44,2.3,15,0.2
851,56,2,F,White,Undergrad,None,25-34,3.86,42,0.6
852,56,2,F,White,Undergrad,None,35-44,5.91,82,1
853,56,2,F,White,Undergrad,None,25-34,4.99,65,1
854,56,2,M,White,Undergrad,None,55-64,17.51,69,1
855,56,2,F,White,Undergrad,None,25-34,5.42,62,0.8
856,56,2,F,White,Undergrad,None,25-34,5.68,71,1
857,56,2,M,White,No degree,None,35-44,4.99,52,1
858,57,2,F,White,Undergrad,None,<25,2.84,49,1
859,57,2,M,Mixed / Multiple ethnic groups,Undergrad,None,55-64,4.15,55,1
860,57,2,F,White,No degree,None,25-34,5.23,59,1
861,57,2,F,Asian / Asian British,Undergrad,None,35-44,5.79,67,1
862,57,2,F,Black / African / Caribbean / Black British,Undergrad,None,35-44,1.32,52,1
863,57,2,PN,White,Undergrad,None,35-44,2.15,49,0.8
864,57,2,F,White,Undergrad,None,35-44,3.38,64,1
865,57,2,M,White,No degree,None,35-44,8.02,48,1
866,57,2,F,White,Undergrad,None,25-34,4.25,66,1
867,57,2,M,White,No degree,None,35-44,4.86,57,1
868,57,2,PN,White,Undergrad,None,45-54,3.68,53,1
869,57,2,M,Asian / Asian British,No degree,None,55-64,13.22,61,1
870,57,2,F,White,Undergrad,None,25-34,4.38,62,1
871,57,2,M,White,No degree,None,35-44,5.35,52,1
872,57,2,F,White,No degree,None,25-34,5.79,53,1
873,57,2,F,White,Undergrad,None,25-34,5.01,53,1
874,58,2,M,Asian / Asian British,Undergrad,None,55-64,10.15,58,1
875,58,2,M,White,No degree,None,55-64,7.09,55,1
876,58,2,PN,White,Undergrad,Intellectual disability,35-44,4.39,40,0.8
877,58,2,M,White,No degree,None,35-44,5.5,55,1
878,58,2,F,Black / African / Caribbean / Black British,No degree,None,35-44,6.3,48,1
879,58,2,M,White,Undergrad,None,45-54,3.98,45,1
